doi,title,journal,authors,date,source,pmid,pmc,genbank,pdb,accession,protein,nucleotide,geninfo,refseq
10.1016/S1473-3099(21)00127-4,"Safety and immunogenicity of a recombinant tandem-repeat dimeric RBD-based protein subunit vaccine (ZF2001) against COVID-19 in adults: two randomised, double-blind, placebo-controlled, phase 1 and 2 trials.",The Lancet. Infectious diseases,"['Yang, S.', 'Li, Y.', 'Dai, L.', 'Wang, J.', 'He, P.', 'Li, C.', 'Fang, X.', 'Wang, C.', 'Zhao, X.', 'Huang, E.', 'Wu, C.', 'Zhong, Z.', 'Wang, F.', 'Duan, X.', 'Tian, S.', 'Wu, L.', 'Liu, Y.', 'Luo, Y.', 'Chen, Z.', 'Li, F.', 'Li, J.', 'Yu, X.', 'Ren, H.', 'Liu, L.', 'Meng, S.', 'Yan, J.', 'Hu, Z.', 'Gao, L.', 'Gao, G.F.']",2021-03-28,pubmed,33773111,7990482,False,True,True,True,True,False,False
10.1016/0042-6822(92)91195-z,Genetic evolution and tropism of transmissible gastroenteritis coronaviruses.,Virology,"['S, C.M.', 'Gebauer, F.', 'Su, C.', 'Mendez, A.', 'Dopazo, J.', 'Enjuanes, L.']",1992-09-01,pubmed,1326823,7131265,True,True,False,True,True,False,False
10.1111/j.1472-765X.2010.02988.x,Characterization and utility of monoclonal antibodies against spike protein of transmissible gastroenteritis virus.,Letters in applied microbiology,"['Meng, F.', 'Ren, X.']",2011-01-13,pubmed,21223341,7197895,True,True,True,True,True,False,False
10.1007/978-1-4684-1280-2_11,RNA recombination of coronavirus.,Advances in experimental medicine and biology,"['Keck, J.G.', 'Makino, S.', 'Soe, L.H.', 'Fleming, J.O.', 'Stohlman, S.A.', 'Lai, M.M.']",1987-01-01,pubmed,,,False,False,False,True,False,False,False
10.3390/diagnostics11040593,Five Commercial Immunoassays for SARS-CoV-2 Antibody Determination and Their Comparison and Correlation with the Virus Neutralization Test.,"Diagnostics (Basel, Switzerland)","['V, ', 'Pecen, L.', 'Kr, Z.', 'F, T.', 'Hana, ', 'Topol, O.', 'Fajfrl, K.', 'Sedl, D.', 'Robin, ', 'Pazdiora, P.', 'Zelen, H.', 'Slouka, D.', 'Ku, R.']",2021-04-04,pubmed,33806216,8065578,False,True,False,True,True,False,False
10.1155/2021/6631721,"Drug Repurposing Approach, Potential Drugs, and Novel Drug Targets for COVID-19 Treatment.",Journal of environmental and public health,"['Kifle, Z.D.', 'Ayele, A.G.', 'Enyew, E.F.']",2021-05-07,pubmed,33953756,8063850,False,True,False,True,True,False,False
10.1080/21645515.2021.1901545,SARS‑CoV-2 RBD219-N1C1: A yeast-expressed SARS-CoV-2 recombinant receptor-binding domain candidate vaccine stimulates virus neutralizing antibodies and T-cell immunity in mice.,Human vaccines & immunotherapeutics,"['Pollet, J.', 'Chen, W.', 'Versteeg, L.', 'Keegan, B.', 'Zhan, B.', 'Wei, J.', 'Liu, Z.', 'Lee, J.', 'Kundu, R.', 'Adhikari, R.', 'Poveda, C.', 'Villar, M.J.', 'Leao, A.C.A.', 'Rivera, J.A.', 'Momin, Z.', 'Gillespie, P.M.', 'Kimata, J.T.', 'Strych, U.', 'Hotez, P.J.', 'Bottazzi, M.E.']",2021-04-14,pubmed,33847226,8054496,True,True,False,True,True,False,False
10.1128/Spectrum.00087-21,"Mild SARS-CoV-2 Illness Is Not Associated with Reinfections and Provides Persistent Spike, Nucleocapsid, and Virus-Neutralizing Antibodies.",Microbiology spectrum,"['Schuler, C.F.', 'Gherasim, C.', 'Shea, K.O.', 'Manthei, D.M.', 'Chen, J.', 'Zettel, C.', 'Troost, J.P.', 'Kennedy, A.A.', 'Tai, A.W.', 'Giacherio, D.A.', 'Valdez, R.', 'Baldwin, J.L.', 'Baker, J.R.']",2021-09-02,pubmed,34468184,8557889,False,True,False,True,True,False,False
10.1016/j.jcv.2021.104820,Performance of the rapid high-throughput automated electrochemiluminescence immunoassay targeting total antibodies to the SARS-CoV-2 spike protein receptor binding domain in comparison to the neutralization assay.,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,"['Rus, K.R.', 'Korva, M.', 'Knap, N.', 'Av, T.', 'Poljak, M.']",2021-04-18,pubmed,33865031,8035809,False,True,False,True,True,False,False
10.3390/vaccines9121419,Comirnaty-Elicited and Convalescent Sera Recognize Different Spike Epitopes.,Vaccines,"['Hein, S.', 'Benz, N.I.', 'Eisert, J.', 'Herrlein, M.', 'Oberle, D.', 'Dreher, M.', 'Stingl, J.C.', 'Hildt, C.', 'Hildt, E.']",2021-12-29,pubmed,34960165,8708883,False,True,False,True,True,False,False
10.1101/2021.02.21.432165,Comparative Perturbation-Based Modeling of the SARS-CoV-2 Spike Protein Binding with Host Receptor and Neutralizing Antibodies : Structurally Adaptable Allosteric Communication Hotspots Define Spike Sites Targeted by Global Circulating Mutations,bioRxiv : the preprint server for biology,"['Verkhivker, G.', 'Agajanian, S.', 'Oztas, D.Y.', 'Gupta, G.']",2021-02-22,biorxiv,,,False,True,False,True,False,False,False
10.1126/science.abe2402,REGN-COV2 antibodies prevent and treat SARS-CoV-2 infection in rhesus macaques and hamsters.,"Science (New York, N.Y.)","['Baum, A.', 'Ajithdoss, D.', 'Copin, R.', 'Zhou, A.', 'Lanza, K.', 'Negron, N.', 'Ni, M.', 'Wei, Y.', 'Mohammadi, K.', 'Musser, B.', 'Atwal, G.S.', 'Oyejide, A.', 'Goez-Gazi, Y.', 'Dutton, J.', 'Clemmons, E.', 'Staples, H.M.', 'Bartley, C.', 'Klaffke, B.', 'Alfson, K.', 'Gazi, M.', 'Gonzalez, O.', 'Dick, E.', 'Carrion, R.', 'Pessaint, L.', 'Porto, M.', 'Cook, A.', 'Brown, R.', 'Ali, V.', 'Greenhouse, J.', 'Taylor, T.', 'Andersen, H.', 'Lewis, M.G.', 'Stahl, N.', 'Murphy, A.J.', 'Yancopoulos, G.D.', 'Kyratsous, C.A.']",2020-10-11,pubmed,33037066,7857396,False,True,False,True,True,False,False
10.1099/0022-1317-65-12-2281,Monoclonal antibodies to the S1 spike and membrane proteins of avian infectious bronchitis coronavirus strain Massachusetts M41.,The Journal of general virology,"['Mockett, A.P.', 'Cavanagh, D.', 'Brown, T.D.']",1984-12-01,pubmed,6096499,,False,False,False,True,False,False,False
10.1038/s41467-022-28528-w,Structural basis for SARS-CoV-2 Delta variant recognition of ACE2 receptor and broadly neutralizing antibodies.,Nature communications,"['Wang, Y.', 'Liu, C.', 'Zhang, C.', 'Wang, Y.', 'Hong, Q.', 'Xu, S.', 'Li, Z.', 'Yang, Y.', 'Huang, Z.', 'Cong, Y.']",2022-02-17,pubmed,35169135,8847413,True,True,True,True,True,False,False
10.1016/j.jcyt.2021.07.006,"Spike-directed vaccination elicits robust spike-specific T-cell response, including to mutant strains.",Cytotherapy,"['Stanojevic, M.', 'Geiger, A.', 'Ostermeier, B.', 'Sohai, D.', 'Lazarski, C.', 'Lang, H.', 'Jensen-Wachspress, M.', 'Webber, K.', 'Burbelo, P.', 'Cohen, J.', 'Keller, M.D.', 'Bollard, C.M.', 'Cruz, C.R.Y.']",2021-09-07,pubmed,34483067,8411349,False,True,False,True,True,False,True
10.3390/vaccines9070779,"Neutralizing Activity of Sera from Sputnik V-Vaccinated People against Variants of Concern (VOC: B.1.1.7, B.1.351, P.1, B.1.617.2, B.1.617.3) and Moscow Endemic SARS-CoV-2 Variants.",Vaccines,"['Gushchin, V.A.', 'Dolzhikova, I.V.', 'Shchetinin, A.M.', 'Odintsova, A.S.', 'Siniavin, A.E.', 'Nikiforova, M.A.', 'Pochtovyi, A.A.', 'Shidlovskaya, E.V.', 'Kuznetsova, N.A.', 'Burgasova, O.A.', 'Kolobukhina, L.V.', 'Iliukhina, A.A.', 'Kovyrshina, A.V.', 'Botikov, A.G.', 'Kuzina, A.V.', 'Grousova, D.M.', 'Tukhvatulin, A.I.', 'Shcheblyakov, D.V.', 'Zubkova, O.V.', 'Karpova, O.V.', 'Voronina, O.L.', 'Ryzhova, N.N.', 'Aksenova, E.I.', 'Kunda, M.S.', 'Lioznov, D.A.', 'Danilenko, D.M.', 'Komissarov, A.B.', 'Tkachuck, A.P.', 'Logunov, D.Y.', 'Gintsburg, A.L.']",2021-08-07,pubmed,34358195,8310330,True,True,True,True,True,False,False
10.1101/2021.05.09.443238,Design of the SARS-CoV-2 RBD vaccine antigen improves neutralizing antibody response.,bioRxiv : the preprint server for biology,"['Dickey, T.H.', 'Tang, W.K.', 'Butler, B.', 'Ouahes, T.', 'Orr-Gonzalez, S.', 'Salinas, N.D.', 'Lambert, L.E.', 'Tolia, N.H.']",2021-05-21,pubmed,34013270,8132226,False,True,False,True,True,False,False
10.3389/fmicb.2021.726231,Production of SARS-CoV-2 N Protein-Specific Monoclonal Antibody and Its Application in an ELISA-Based Detection System and Targeting the Interaction Between the Spike C-Terminal Domain and N Protein.,Frontiers in microbiology,"['Kim, D.', 'Kim, J.', 'Park, S.', 'Kim, M.', 'Baek, K.', 'Kang, M.', 'Choi, J.', 'Maharjan, S.', 'Akauliya, M.', 'Lee, Y.', 'Kwon, H.']",2021-12-25,pubmed,34950112,8688357,True,True,False,True,True,False,False
10.1016/j.virol.2005.06.016,Long-term protection from SARS coronavirus infection conferred by a single immunization with an attenuated VSV-based vaccine.,Virology,"['Kapadia, S.U.', 'Rose, J.K.', 'Lamirande, E.', 'Vogel, L.', 'Subbarao, K.', 'Roberts, A.']",2005-07-27,pubmed,16043204,7111745,True,True,True,True,True,False,False
10.1101/2021.12.19.473391,SARS-CoV-2 spike conformation determines plasma neutralizing activity.,bioRxiv : the preprint server for biology,"['Bowen, J.E.', 'Walls, A.C.', 'Joshi, A.', 'Sprouse, K.R.', 'Stewart, C.', 'Tortorici, M.A.', 'Franko, N.M.', 'Logue, J.K.', 'Mazzitelli, I.G.', 'Tiles, S.W.', 'Ahmed, K.', 'Shariq, A.', 'Snell, G.', 'Iqbal, N.T.', 'Geffner, J.', 'Bandera, A.', 'Gori, A.', 'Grifantini, R.', 'Chu, H.Y.', 'Voorhis, W.C.V.', 'Corti, D.', 'Veesler, D.']",2022-01-05,pubmed,34981060,8722597,False,True,False,True,True,False,False
10.1038/s41467-020-17409-9,Self-amplifying RNA SARS-CoV-2 lipid nanoparticle vaccine candidate induces high neutralizing antibody titers in mice.,Nature communications,"['McKay, P.F.', 'Hu, K.', 'Blakney, A.K.', 'Samnuan, K.', 'Brown, J.C.', 'Penn, R.', 'Zhou, J.', 'Bouton, C.R.', 'Rogers, P.', 'Polra, K.', 'Lin, P.J.C.', 'Barbosa, C.', 'Tam, Y.K.', 'Barclay, W.S.', 'Shattock, R.J.']",2020-07-11,pubmed,32647131,7347890,True,True,True,True,True,False,False
10.1371/journal.pone.0252849,Immunogenic amino acid motifs and linear epitopes of COVID-19 mRNA vaccines.,PloS one,"['Wisnewski, A.V.', 'Redlich, C.A.', 'Liu, J.', 'Kamath, K.', 'Abad, Q.', 'Smith, R.F.', 'Fazen, L.', 'Santiago, R.', 'Luna, J.C.', 'Martinez, B.', 'Baum-Jones, E.', 'Waitz, R.', 'Haynes, W.A.', 'Shon, J.C.']",2021-09-10,pubmed,34499652,8428655,False,True,False,True,True,False,False
10.1016/j.gendis.2021.11.007,Reduced neutralization of SARS-CoV-2 B.1.617 variant by convalescent and vaccinated sera.,Genes & diseases,"['Hu, J.', 'Wei, X.', 'Xiang, J.', 'Peng, P.', 'Xu, F.', 'Wu, K.', 'Luo, F.', 'Jin, A.', 'Fang, L.', 'Liu, B.', 'Wang, K.', 'Tang, N.', 'Huang, A.']",2021-12-09,pubmed,34877393,8639289,True,True,False,True,True,False,False
10.3390/vaccines10010096,Comparative Immunogenicity of the Recombinant Receptor-Binding Domain of Protein S SARS-CoV-2 Obtained in Prokaryotic and Mammalian Expression Systems.,Vaccines,"['Merkuleva, I.A.', 'Shcherbakov, D.N.', 'Borgoyakova, M.B.', 'Shanshin, D.V.', 'Rudometov, A.P.', 'Karpenko, L.I.', 'Belenkaya, S.V.', 'Isaeva, A.A.', 'Nesmeyanova, V.S.', 'Kazachinskaia, E.I.', 'Volosnikova, E.A.', 'Esina, T.I.', 'Zaykovskaya, A.V.', 'Pyankov, O.V.', 'Borisevich, S.S.', 'Shelemba, A.A.', 'Chikaev, A.N.', 'Ilyichev, A.A.']",2022-01-23,pubmed,35062757,8779843,True,True,False,True,True,False,False
10.1016/j.cell.2021.10.011,Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.,Cell,"['Payne, R.P.', 'Longet, S.', 'Austin, J.A.', 'Skelly, D.T.', 'Dejnirattisai, W.', 'Adele, S.', 'Meardon, N.', 'Faustini, S.', 'Al-Taei, S.', 'Moore, S.C.', 'Tipton, T.', 'Hering, L.M.', 'Angyal, A.', 'Brown, R.', 'Nicols, A.R.', 'Gillson, N.', 'Dobson, S.L.', 'Amini, A.', 'Supasa, P.', 'Cross, A.', 'Bridges-Webb, A.', 'Reyes, L.S.', 'Linder, A.', 'Sandhar, G.', 'Kilby, J.A.', 'Tyerman, J.K.', 'Altmann, T.', 'Hornsby, H.', 'Whitham, R.', 'Phillips, E.', 'Malone, T.', 'Hargreaves, A.', 'Shields, A.', 'Saei, A.', 'Foulkes, S.', 'Stafford, L.', 'Johnson, S.', 'Wootton, D.G.', 'Conlon, C.P.', 'Jeffery, K.', 'Matthews, P.C.', 'Frater, J.', 'Deeks, A.S.', 'Pollard, A.J.', 'Brown, A.', 'Rowland-Jones, S.L.', 'Mongkolsapaya, J.', 'Barnes, E.', 'Hopkins, S.', 'Hall, V.', 'Dold, C.', 'Duncan, C.J.A.', 'Richter, A.', 'Carroll, M.', 'Screaton, G.', 'Silva, T.I.', 'Turtle, L.', 'Klenerman, P.', 'Dunachie, S.', 'None, N.']",2021-11-05,pubmed,34735795,8519781,False,True,False,True,True,False,False
10.1016/j.virol.2006.09.029,Generation and characterization of human monoclonal neutralizing antibodies with distinct binding and sequence features against SARS coronavirus using XenoMouse.,Virology,"['Coughlin, M.', 'Lou, G.', 'Martinez, O.', 'Masterman, S.K.', 'Olsen, O.A.', 'Moksa, A.A.', 'Farzan, M.', 'Babcook, J.S.', 'Prabhakar, B.S.']",2006-12-13,pubmed,17161858,7103293,False,True,False,True,True,False,False
10.1101/2021.03.03.21252872,Longitudinal Analysis Reveals Distinct Antibody and Memory B Cell Responses in SARS-CoV2 Naïve and Recovered Individuals Following mRNA Vaccination.,medRxiv : the preprint server for health sciences,"['Goel, R.R.', 'Apostolidis, S.A.', 'Painter, M.M.', 'Mathew, D.', 'Pattekar, A.', 'Kuthuru, O.', 'Gouma, S.', 'Kuri-Cervantes, L.', 'Meng, W.', 'Adamski, S.', 'Baxter, A.E.', 'Giles, J.R.', 'Weirick, M.E.', 'McAllister, C.M.', 'Hicks, A.', 'Korte, S.', 'Dougherty, J.', 'Long, S.', 'Andrea, K.D.', 'Hamilton, J.T.', 'Prak, E.T.L.', 'Betts, M.R.', 'Bates, P.', 'Hensley, S.E.', 'Greenplate, A.R.', 'Wherry, E.J.']",2021-03-11,pubmed,33688691,7941668,False,True,False,True,True,False,False
10.1016/j.jim.2021.113182,Development and evaluation of a low cost IgG ELISA test based in RBD protein for COVID-19.,Journal of immunological methods,"['Villafa, L.', 'Vaulet, L.G.', 'Viere, F.M.', 'Klepp, L.I.', 'Forrellad, M.A.', 'Bigi, M.M.', 'Romano, M.I.', 'Magistrelli, G.', 'Fermepin, M.R.', 'Bigi, F.']",2021-11-12,pubmed,34762914,8574101,False,True,False,True,True,False,False
10.1101/2020.05.03.20084442,Rapid generation of neutralizing antibody responses in COVID-19 patients.,medRxiv : the preprint server for health sciences,"['Suthar, M.S.', 'Zimmerman, M.', 'Kauffman, R.', 'Mantus, G.', 'Linderman, S.', 'Vanderheiden, A.', 'Nyhoff, L.', 'Davis, C.', 'Adekunle, S.', 'Affer, M.', 'Sherman, M.', 'Reynolds, S.', 'Verkerke, H.', 'Alter, D.N.', 'Guarner, J.', 'Bryksin, J.', 'Horwath, M.', 'Arthur, C.', 'Saakadze, N.', 'Smith, G.H.', 'Edupuganti, S.', 'Scherer, E.M.', 'Hellmeister, K.', 'Cheng, A.', 'Morales, J.A.', 'Neish, A.S.', 'Stowell, S.R.', 'Frank, F.', 'Ortlund, E.', 'Anderson, E.', 'Menachery, V.', 'Rouphael, N.', 'Metha, A.', 'Stephens, D.S.', 'Ahmed, R.', 'Roback, J.', 'Wrammert, J.']",2020-06-09,pubmed,32511565,7274246,True,True,True,True,True,False,True
10.3389/fimmu.2021.635942,Deconvoluting the T Cell Response to SARS-CoV-2: Specificity Versus Chance and Cognate Cross-Reactivity.,Frontiers in immunology,"['Lehmann, A.A.', 'Kirchenbaum, G.A.', 'Zhang, T.', 'Reche, P.A.', 'Lehmann, P.V.']",2021-06-16,pubmed,34127926,8196231,False,True,False,True,True,False,False
10.1016/s0168-1702(01)00354-9,Neutralisation and binding of VHS virus by monovalent antibody fragments.,Virus research,"['Cupit, P.M.', 'Lorenzen, N.', 'Strachan, G.', 'Kemp, G.J.', 'Secombes, C.J.', 'Cunningham, C.']",2001-10-30,pubmed,,,False,False,False,False,False,False,False
10.1002/cti2.1369,Quantitative measurement of IgG to SARS-CoV-2 antigens using monoclonal antibody-based enzyme-linked immunosorbent assays.,Clinical & translational immunology,"['Sander, I.', 'Kespohl, S.', 'Zahradnik, E.', 'G, P.', 'Hosbach, I.', 'Herrmann, B.L.', 'Br, T.', 'Raulf, M.']",2022-02-08,pubmed,35127087,8801209,True,True,False,True,True,False,False
10.1016/j.bbrc.2021.04.056,Production in Escherichia coli of recombinant COVID-19 spike protein fragments fused to CRM197.,Biochemical and biophysical research communications,"['Bellone, M.L.', 'Puglisi, A.', 'Piaz, F.D.', 'Hochkoeppler, A.']",2021-04-28,pubmed,33906110,8057744,False,True,False,True,True,False,False
10.1111/trf.16261,Presence and short-term persistence of SARS-CoV-2 neutralizing antibodies in COVID-19 convalescent plasma donors.,Transfusion,"['Annen, K.', 'Morrison, T.E.', 'Bourian, M.G.D.', 'McCarthy, M.K.', 'Huey, L.', 'Merkel, P.A.', 'Andersen, G.', 'Schwartz, E.', 'Knight, V.']",2021-01-17,pubmed,33452828,8014809,False,True,False,True,True,False,False
10.1128/JVI.03036-15,Activation of RNase L by Murine Coronavirus in Myeloid Cells Is Dependent on Basal Oas Gene Expression and Independent of Virus-Induced Interferon.,Journal of virology,"['Birdwell, L.D.', 'Zalinger, Z.B.', 'Li, Y.', 'Wright, P.W.', 'Elliott, R.', 'Rose, K.M.', 'Silverman, R.H.', 'Weiss, S.R.']",2016-01-08,pubmed,26739051,4810646,True,True,False,True,True,False,True
10.1128/JCM.00193-21,A SARS-CoV-2 Label-Free Surrogate Virus Neutralization Test and a Longitudinal Study of Antibody Characteristics in COVID-19 Patients.,Journal of clinical microbiology,"['Luo, Y.R.', 'Yun, C.', 'Chakraborty, I.', 'Wu, A.H.B.', 'Lynch, K.L.']",2021-04-09,pubmed,33827900,8218741,False,True,False,True,True,False,False
10.1101/2020.05.28.118992,Within-host genomics of SARS-CoV-2,bioRxiv : the preprint server for biology,"['Lythgoe, K.A.', 'Hall, M.D.', 'Ferretti, L.', 'deCesare, M.', 'MacIntyre-Cockett, G.', 'Trebes, A.', 'Andersson, M.', 'Otecko, N.', 'Wise, E.L.', 'Moore, N.', 'Lynch, J.', 'Kidd, S.', 'Cortes, N.', 'Mori, M.', 'Williams, R.', 'Vernet, G.', 'Justice, A.', 'Green, A.', 'Nicholls, S.M.', 'Ansari, M.A.', 'Abeler-Dorner, L.', 'Moore, C.E.', 'Peto, T.E.A.', 'Eyre, D.W.', 'Shaw, R.', 'Simmonds, P.', 'Buck, D.', 'Todd, J.A.', 'Connor, T.R.', 'daSilvaFilipe, A.', 'Shephard, J.', 'Thomson, E.C.', 'TheCOVID-19GenomicsUK(COG-UK)Consortium, ', 'Bonsall, D.', 'Fraser, C.', 'Golubchik, T.']",2020-12-10,biorxiv,,,False,False,False,True,True,False,True
10.3390/jcm9051473,Highly Conserved Homotrimer Cavity Formed by the SARS-CoV-2 Spike Glycoprotein: A Novel Binding Site.,Journal of clinical medicine,"['Kalathiya, U.', 'Padariya, M.', 'Mayordomo, M.', 'Lisowska, M.', 'Nicholson, J.', 'Singh, A.', 'Baginski, M.', 'Fahraeus, R.', 'Carragher, N.', 'Ball, K.', 'Haas, J.', 'Daniels, A.', 'Hupp, T.R.', 'Alfaro, J.A.']",2020-05-20,pubmed,32422996,7290299,False,True,False,True,True,False,False
10.1016/j.vaccine.2012.04.043,Avian reovirus sigma C enhances the mucosal and systemic immune responses elicited by antigen-conjugated lactic acid bacteria.,Vaccine,"['Lin, K.', 'Hsu, A.', 'Shien, J.', 'Chang, T.', 'Liao, J.', 'Chen, J.', 'Lin, C.', 'Hsu, W.']",2012-04-26,pubmed,22531554,7115360,True,True,True,True,True,False,False
10.3389/fimmu.2021.798117,Clinical Utility of Elecsys Anti-SARS-CoV-2 S Assay in COVID-19 Vaccination: An Exploratory Analysis of the mRNA-1273 Phase 1 Trial.,Frontiers in immunology,"['Jochum, S.', 'Kirste, I.', 'Hortsch, S.', 'Grunert, V.P.', 'Legault, H.', 'Eichenlaub, U.', 'Kashlan, B.', 'Pajon, R.']",2022-02-08,pubmed,35126362,8807632,False,True,False,True,True,False,False
10.1101/2020.08.03.234989,Binding Ligands that Straddle an Important Contact Site on the RBD of the Covid-19 Spike Protein,bioRxiv : the preprint server for biology,"['Boyarsky, A.']",2020-08-04,biorxiv,,,False,True,False,True,False,False,False
10.1101/2021.03.24.436620,B.1.526 SARS-CoV-2 variants identified in New York City are neutralized by vaccine-elicited and therapeutic monoclonal antibodies.,bioRxiv : the preprint server for biology,"['Zhou, H.', 'Dcosta, B.M.', 'Samanovic, M.I.', 'Mulligan, M.J.', 'Landau, N.R.', 'Tada, T.']",2021-04-02,pubmed,33791698,8010725,False,True,False,True,True,False,False
10.1128/Spectrum.01059-21,An Assessment of Serological Assays for SARS-CoV-2 as Surrogates for Authentic Virus Neutralization.,Microbiology spectrum,"['Wohlgemuth, N.', 'Whitt, K.', 'Cherry, S.', 'Roubidoux, E.K.', 'Lin, C.', 'Allison, K.J.', 'Gowen, A.', 'Freiden, P.', 'Allen, E.K.', 'None, N.', 'Gaur, A.H.', 'Estepp, J.H.', 'Tang, L.', 'Mori, T.', 'Hijano, D.R.', 'Hakim, H.', 'McGargill, M.A.', 'Krammer, F.', 'Whitt, M.A.', 'Wolf, J.', 'Thomas, P.G.', 'Schultz-Cherry, S.']",2021-10-28,pubmed,34704832,8549747,False,True,False,True,True,False,False
10.3389/fimmu.2021.772239,Profiling Antibody Response Patterns in COVID-19: Spike S1-Reactive IgA Signature in the Evolution of SARS-CoV-2 Infection.,Frontiers in immunology,"['Siracusano, G.', 'Brombin, C.', 'Pastori, C.', 'Cugnata, F.', 'Noviello, M.', 'Tassi, E.', 'Princi, D.', 'Cantoni, D.', 'Malnati, M.S.', 'Maugeri, N.', 'Bozzi, C.', 'Saretto, G.', 'Clementi, N.', 'Mancini, N.', 'Uberti-Foppa, C.', 'Temperton, N.', 'Bonini, C.', 'Serio, C.D.', 'Lopalco, L.']",2021-11-23,pubmed,34804064,8595940,False,True,False,True,True,False,False
10.1101/2020.06.05.135921,SARS-CoV-2 neutralizing human recombinant antibodies selected from pre-pandemic healthy donors binding at RBD-ACE2 interface,bioRxiv : the preprint server for biology,"['Bertoglio, F.', 'Meier, D.', 'Langreder, N.', 'Steinke, S.', 'Rand, U.', 'Simonelli, L.', 'Heine, P.A.', 'Ballmann, R.', 'Schneider, K.-T.', 'Roth, K.D.R.', 'Ruschig, M.', 'Riese, P.', 'Eschke, K.', 'Kim, Y.', 'Schaeckermann, D.', 'Pedotti, M.', 'Kuhn, P.', 'Zock-Emmenthal, S.', 'Woehrle, J.', 'Kilb, N.', 'Herz, T.', 'Becker, M.', 'Grashoff, M.', 'Wenzel, E.V.', 'Russo, G.', 'Kroeger, A.', 'Brunotte, L.', 'Ludwig, S.', 'Fuehner, V.', 'Kraemer, S.D.', 'Duebel, S.', 'Varani, L.', 'Roth, G.', 'Cicin-Sain, L.', 'Schubert, M.', 'Hust, M.']",2020-10-02,biorxiv,,,True,True,False,True,False,False,False
10.3390/v12121390,Early Humoral Response Correlates with Disease Severity and Outcomes in COVID-19 Patients.,Viruses,"['Hashem, A.M.', 'Algaissi, A.', 'Almahboub, S.A.', 'Alfaleh, M.A.', 'Abujamel, T.S.', 'Alamri, S.S.', 'Alluhaybi, K.A.', 'Hobani, H.I.', 'Harbi, R.H.A.', 'Alsulaiman, R.M.', 'Assouli, M.E.', 'Hala, S.', 'Alharbi, N.K.', 'Alhabbab, R.Y.', 'Saieedi, A.A.A.', 'Abdulaal, W.H.', 'Bukhari, A.', 'Al-Somali, A.A.', 'Alofi, F.S.', 'Khogeer, A.A.', 'Pain, A.', 'Alkayyal, A.A.', 'Almontashiri, N.A.M.', 'Ahmad, B.M.', 'Li, X.']",2020-12-10,pubmed,33291713,7761967,True,True,True,True,True,False,False
10.1038/s41586-022-04532-4,Bat coronaviruses related to SARS-CoV-2 and infectious for human cells.,Nature,"['Temmam, S.', 'Vongphayloth, K.', 'Salazar, E.B.', 'Munier, S.', 'Bonomi, M.', 'Regnault, B.', 'Douangboubpha, B.', 'Karami, Y.', 'Chr, D.', 'Sanamxay, D.', 'Xayaphet, V.', 'Paphaphanh, P.', 'Lacoste, V.', 'Somlor, S.', 'Lakeomany, K.', 'Phommavanh, N.', 'P, P.', 'Dehan, O.', 'Amara, F.', 'Donati, F.', 'Bigot, T.', 'Nilges, M.', 'Rey, F.A.', 'Werf, S.', 'Brey, P.T.', 'Eloit, M.']",2022-02-17,pubmed,35172323,,True,True,False,True,True,False,False
